timestamp,price_yes,price_no,sum_prices
2025-12-11T01:31:00.441153,0.465,0.535,1.0
2025-12-11T01:31:01.056133,0.465,0.535,1.0
2025-12-11T01:31:01.671704,0.465,0.535,1.0
2025-12-11T01:31:02.288354,0.465,0.535,1.0
2025-12-11T01:31:02.903605,0.46,0.54,1.0
2025-12-11T01:31:03.540182,0.465,0.535,1.0
2025-12-11T01:31:04.231382,0.465,0.535,1.0
2025-12-11T01:31:04.850436,0.465,0.535,1.0
2025-12-11T01:31:05.463770,0.465,0.535,1.0
2025-12-11T01:31:06.074419,0.46,0.54,1.0
2025-12-11T01:31:06.692867,0.46,0.54,1.0
2025-12-11T01:31:07.307451,0.455,0.545,1.0
2025-12-11T01:31:07.982214,0.46,0.54,1.0
2025-12-11T01:31:08.595369,0.46,0.54,1.0
2025-12-11T01:31:09.208178,0.465,0.535,1.0
2025-12-11T01:31:09.821293,0.465,0.535,1.0
2025-12-11T01:31:10.432170,0.465,0.535,1.0
2025-12-11T01:31:11.028717,0.465,0.535,1.0
2025-12-11T01:31:11.638125,0.46,0.545,1.0050000000000001
2025-12-11T01:31:12.266609,0.415,0.585,1.0
2025-12-11T01:31:12.880211,0.41,0.59,1.0
2025-12-11T01:31:13.490533,0.41,0.59,1.0
2025-12-11T01:31:14.102177,0.405,0.595,1.0
2025-12-11T01:31:14.716658,0.4,0.6,1.0
2025-12-11T01:31:15.331765,0.4,0.6,1.0
2025-12-11T01:31:15.945916,0.395,0.605,1.0
2025-12-11T01:31:16.553705,0.395,0.605,1.0
2025-12-11T01:31:17.155982,0.395,0.605,1.0
2025-12-11T01:31:17.756803,0.395,0.605,1.0
2025-12-11T01:31:18.367390,0.395,0.605,1.0
2025-12-11T01:31:18.976168,0.385,0.615,1.0
2025-12-11T01:31:17.997517,0.405,0.595,1.0
2025-12-11T01:31:18.609533,0.405,0.595,1.0
2025-12-11T01:31:19.217928,0.385,0.615,1.0
2025-12-11T01:31:19.829116,0.385,0.615,1.0
2025-12-11T01:31:20.439056,0.385,0.615,1.0
2025-12-11T01:31:21.054745,0.385,0.61,0.995
2025-12-11T01:31:21.661129,0.385,0.62,1.005
2025-12-11T01:31:22.272520,0.38,0.62,1.0
2025-12-11T01:31:22.878325,0.375,0.625,1.0
2025-12-11T01:31:23.493872,0.375,0.625,1.0
2025-12-11T01:31:24.107264,0.375,0.625,1.0
2025-12-11T01:31:24.724986,0.365,0.635,1.0
2025-12-11T01:31:25.338777,0.355,0.645,1.0
2025-12-11T01:31:25.951321,0.36,0.645,1.005
2025-12-11T01:31:26.562032,0.355,0.645,1.0
2025-12-11T01:31:27.173941,0.355,0.645,1.0
2025-12-11T01:31:27.790678,0.355,0.645,1.0
2025-12-11T01:31:28.419554,0.355,0.645,1.0
2025-12-11T01:31:29.027689,0.355,0.645,1.0
2025-12-11T01:31:29.633354,0.355,0.645,1.0
2025-12-11T01:31:30.248868,0.355,0.645,1.0
2025-12-11T01:31:30.871070,0.365,0.645,1.01
2025-12-11T01:31:31.485228,0.365,0.635,1.0
2025-12-11T01:31:32.098295,0.365,0.635,1.0
2025-12-11T01:31:32.710564,0.365,0.635,1.0
2025-12-11T01:31:33.328878,0.36,0.64,1.0
2025-12-11T01:31:33.942538,0.36,0.64,1.0
2025-12-11T01:31:34.556414,0.365,0.635,1.0
2025-12-11T01:31:35.170913,0.375,0.625,1.0
2025-12-11T01:31:35.782845,0.375,0.625,1.0
2025-12-11T01:31:36.400880,0.37,0.63,1.0
2025-12-11T01:31:37.018453,0.37,0.63,1.0
2025-12-11T01:31:37.623910,0.37,0.63,1.0
2025-12-11T01:31:38.236232,0.375,0.625,1.0
2025-12-11T01:31:38.857113,0.385,0.635,1.02
2025-12-11T01:31:39.471160,0.37,0.63,1.0
2025-12-11T01:31:40.087003,0.375,0.625,1.0
2025-12-11T01:31:40.705995,0.38,0.62,1.0
2025-12-11T01:31:41.306220,0.375,0.625,1.0
2025-12-11T01:31:41.915320,0.375,0.625,1.0
2025-12-11T01:31:42.528742,0.375,0.625,1.0
2025-12-11T01:31:43.134710,0.37,0.63,1.0
2025-12-11T01:31:43.745406,0.365,0.635,1.0
2025-12-11T01:31:44.366392,0.37,0.63,1.0
2025-12-11T01:31:44.984463,0.37,0.63,1.0
2025-12-11T01:31:45.587255,0.37,0.63,1.0
2025-12-11T01:31:46.194438,0.375,0.625,1.0
2025-12-11T01:31:46.809741,0.385,0.615,1.0
2025-12-11T01:31:47.425967,0.385,0.615,1.0
2025-12-11T01:31:48.035217,0.385,0.615,1.0
2025-12-11T01:31:48.691715,0.39,0.61,1.0
2025-12-11T01:31:49.285164,0.4,0.6,1.0
2025-12-11T01:31:49.898998,0.39,0.61,1.0
2025-12-11T01:31:48.917803,0.385,0.615,1.0
2025-12-11T01:31:49.527640,0.385,0.615,1.0
2025-12-11T01:31:50.155098,0.385,0.615,1.0
2025-12-11T01:31:50.754634,0.37,0.63,1.0
2025-12-11T01:31:51.361577,0.355,0.645,1.0
2025-12-11T01:31:51.962122,0.355,0.645,1.0
2025-12-11T01:31:52.570730,0.355,0.645,1.0
2025-12-11T01:31:53.182808,0.36,0.64,1.0
2025-12-11T01:31:53.807285,0.365,0.635,1.0
2025-12-11T01:31:54.414366,0.365,0.635,1.0
2025-12-11T01:31:55.018816,0.365,0.635,1.0
2025-12-11T01:31:55.632272,0.365,0.635,1.0
2025-12-11T01:31:56.252161,0.365,0.635,1.0
2025-12-11T01:31:56.863456,0.37,0.63,1.0
2025-12-11T01:31:57.469390,0.37,0.63,1.0
2025-12-11T01:31:58.085462,0.355,0.65,1.005
2025-12-11T01:31:58.705110,0.345,0.655,1.0
2025-12-11T01:31:59.323998,0.335,0.665,1.0
2025-12-11T01:31:59.929810,0.335,0.665,1.0
2025-12-11T01:32:00.557301,0.335,0.665,1.0
2025-12-11T01:32:01.175959,0.335,0.665,1.0
2025-12-11T01:32:01.788204,0.335,0.665,1.0
2025-12-11T01:32:02.407733,0.335,0.665,1.0
2025-12-11T01:32:03.029091,0.335,0.665,1.0
2025-12-11T01:32:03.649966,0.335,0.665,1.0
2025-12-11T01:32:04.265570,0.335,0.665,1.0
2025-12-11T01:32:04.888527,0.335,0.66,0.9950000000000001
2025-12-11T01:32:05.508518,0.345,0.655,1.0
2025-12-11T01:32:06.118632,0.335,0.665,1.0
2025-12-11T01:32:06.734814,0.335,0.665,1.0
2025-12-11T01:32:07.349930,0.345,0.655,1.0
2025-12-11T01:32:07.951191,0.35,0.65,1.0
2025-12-11T01:32:08.569544,0.345,0.655,1.0
2025-12-11T01:32:09.183897,0.34,0.66,1.0
2025-12-11T01:32:09.795494,0.34,0.66,1.0
2025-12-11T01:32:10.416176,0.34,0.66,1.0
2025-12-11T01:32:11.026548,0.335,0.665,1.0
2025-12-11T01:32:11.639526,0.335,0.665,1.0
2025-12-11T01:32:12.256224,0.335,0.665,1.0
2025-12-11T01:32:12.877738,0.335,0.665,1.0
2025-12-11T01:32:13.489155,0.325,0.675,1.0
2025-12-11T01:32:14.115020,0.325,0.675,1.0
2025-12-11T01:32:14.730079,0.325,0.675,1.0
2025-12-11T01:32:15.352816,0.325,0.675,1.0
2025-12-11T01:32:15.955001,0.325,0.675,1.0
2025-12-11T01:32:16.565773,0.325,0.675,1.0
2025-12-11T01:32:17.176176,0.325,0.675,1.0
2025-12-11T01:32:17.789016,0.325,0.675,1.0
2025-12-11T01:32:18.410016,0.325,0.675,1.0
2025-12-11T01:32:19.031993,0.315,0.685,1.0
2025-12-11T01:32:19.644553,0.315,0.685,1.0
2025-12-11T01:32:20.256565,0.325,0.675,1.0
2025-12-11T01:32:19.253370,0.315,0.685,1.0
2025-12-11T01:32:19.861877,0.315,0.685,1.0
2025-12-11T01:32:20.473802,0.315,0.685,1.0
2025-12-11T01:32:21.088630,0.315,0.685,1.0
2025-12-11T01:32:21.696947,0.305,0.695,1.0
2025-12-11T01:32:22.296058,0.305,0.695,1.0
2025-12-11T01:32:22.914999,0.305,0.695,1.0
2025-12-11T01:32:23.530639,0.295,0.705,1.0
2025-12-11T01:32:24.148867,0.295,0.705,1.0
2025-12-11T01:32:24.773149,0.305,0.695,1.0
2025-12-11T01:32:25.388541,0.305,0.695,1.0
2025-12-11T01:32:26.007731,0.305,0.695,1.0
2025-12-11T01:32:26.620270,0.305,0.695,1.0
2025-12-11T01:32:27.234179,0.295,0.705,1.0
2025-12-11T01:32:27.848655,0.295,0.705,1.0
2025-12-11T01:32:28.466344,0.295,0.705,1.0
2025-12-11T01:32:29.084296,0.3,0.7,1.0
2025-12-11T01:32:29.697680,0.305,0.695,1.0
2025-12-11T01:32:30.297426,0.295,0.705,1.0
2025-12-11T01:32:30.913395,0.295,0.705,1.0
2025-12-11T01:32:31.531276,0.295,0.705,1.0
