timestamp,price_yes,price_no,sum_prices
2025-12-11T04:01:00.484231,0.425,0.585,1.01
2025-12-11T04:01:01.079134,0.415,0.585,1.0
2025-12-11T04:01:01.927038,0.405,0.595,1.0
2025-12-11T04:01:02.536268,0.395,0.605,1.0
2025-12-11T04:01:03.143487,0.395,0.605,1.0
2025-12-11T04:01:03.747251,0.385,0.615,1.0
2025-12-11T04:01:04.360062,0.39,0.605,0.995
2025-12-11T04:01:04.962736,0.4,0.595,0.995
2025-12-11T04:01:05.564356,0.375,0.62,0.995
2025-12-11T04:01:06.178253,0.385,0.615,1.0
2025-12-11T04:01:06.796915,0.395,0.605,1.0
2025-12-11T04:01:07.409624,0.41,0.595,1.005
2025-12-11T04:01:08.014220,0.395,0.605,1.0
2025-12-11T04:01:08.623991,0.395,0.605,1.0
2025-12-11T04:01:09.232778,0.405,0.595,1.0
2025-12-11T04:01:09.837380,0.395,0.605,1.0
2025-12-11T04:01:10.440983,0.395,0.595,0.99
2025-12-11T04:01:11.051106,0.41,0.59,1.0
2025-12-11T04:01:11.661234,0.4,0.6,1.0
2025-12-11T04:01:12.264674,0.415,0.585,1.0
2025-12-11T04:01:12.869340,0.405,0.595,1.0
2025-12-11T04:01:13.474493,0.415,0.585,1.0
2025-12-11T04:01:14.081292,0.41,0.59,1.0
2025-12-11T04:01:14.694016,0.395,0.605,1.0
2025-12-11T04:01:15.292504,0.375,0.625,1.0
2025-12-11T04:01:15.887205,0.375,0.62,0.995
2025-12-11T04:01:16.492930,0.385,0.615,1.0
2025-12-11T04:01:17.111513,0.375,0.625,1.0
2025-12-11T04:01:17.714209,0.37,0.63,1.0
2025-12-11T04:01:18.312167,0.365,0.635,1.0
2025-12-11T04:01:18.913749,0.355,0.645,1.0
2025-12-11T04:01:19.523134,0.355,0.645,1.0
2025-12-11T04:01:20.131590,0.355,0.645,1.0
2025-12-11T04:01:20.731437,0.36,0.64,1.0
2025-12-11T04:01:21.352123,0.355,0.645,1.0
2025-12-11T04:01:21.948525,0.355,0.64,0.995
2025-12-11T04:01:22.561987,0.36,0.64,1.0
