timestamp,price_yes,price_no,sum_prices
2025-12-11T05:01:00.755490,0.33,0.67,1.0
2025-12-11T05:01:01.364516,0.325,0.675,1.0
2025-12-11T05:01:01.978622,0.31,0.69,1.0
2025-12-11T05:01:02.583723,0.325,0.675,1.0
2025-12-11T05:01:03.191328,0.325,0.675,1.0
2025-12-11T05:01:03.818034,0.33,0.67,1.0
2025-12-11T05:01:04.439091,0.325,0.675,1.0
2025-12-11T05:01:05.047767,0.325,0.665,0.99
2025-12-11T05:01:05.657525,0.34,0.66,1.0
2025-12-11T05:01:06.265982,0.34,0.66,1.0
2025-12-11T05:01:06.873786,0.335,0.665,1.0
2025-12-11T05:01:07.473330,0.335,0.665,1.0
2025-12-11T05:01:08.087142,0.345,0.655,1.0
2025-12-11T05:01:08.695860,0.365,0.635,1.0
2025-12-11T05:01:09.300597,0.365,0.635,1.0
2025-12-11T05:01:09.906799,0.365,0.635,1.0
2025-12-11T05:01:10.504460,0.355,0.645,1.0
2025-12-11T05:01:11.109846,0.345,0.655,1.0
2025-12-11T05:01:11.731252,0.335,0.665,1.0
2025-12-11T05:01:12.344919,0.335,0.665,1.0
2025-12-11T05:01:12.949547,0.325,0.675,1.0
2025-12-11T05:01:13.554119,0.315,0.685,1.0
2025-12-11T05:01:14.157971,0.315,0.685,1.0
2025-12-11T05:01:14.753887,0.315,0.685,1.0
2025-12-11T05:01:15.360653,0.315,0.685,1.0
2025-12-11T05:01:15.956738,0.315,0.685,1.0
2025-12-11T05:01:16.571282,0.315,0.685,1.0
2025-12-11T05:01:17.174513,0.325,0.695,1.02
2025-12-11T05:01:17.775693,0.32,0.685,1.0050000000000001
2025-12-11T05:01:18.386420,0.325,0.675,1.0
2025-12-11T05:01:18.986316,0.32,0.68,1.0
2025-12-11T05:01:18.007927,0.315,0.685,1.0
2025-12-11T05:01:18.616587,0.315,0.685,1.0
2025-12-11T05:01:19.219548,0.315,0.685,1.0
2025-12-11T05:01:19.822157,0.315,0.685,1.0
2025-12-11T05:01:20.426790,0.31,0.69,1.0
2025-12-11T05:01:21.034347,0.315,0.69,1.005
2025-12-11T05:01:21.859791,0.32,0.675,0.9950000000000001
2025-12-11T05:01:22.470438,0.34,0.66,1.0
2025-12-11T05:01:23.074702,0.345,0.655,1.0
2025-12-11T05:01:23.674522,0.335,0.665,1.0
2025-12-11T05:01:24.281528,0.345,0.66,1.005
2025-12-11T05:01:24.891621,0.335,0.665,1.0
2025-12-11T05:01:25.507598,0.33,0.67,1.0
2025-12-11T05:01:26.113342,0.325,0.675,1.0
2025-12-11T05:01:26.722041,0.335,0.665,1.0
2025-12-11T05:01:27.334269,0.345,0.655,1.0
2025-12-11T05:01:27.934837,0.345,0.655,1.0
2025-12-11T05:01:28.541903,0.345,0.655,1.0
2025-12-11T05:01:29.143584,0.345,0.655,1.0
2025-12-11T05:01:29.752392,0.345,0.655,1.0
2025-12-11T05:01:30.357409,0.345,0.655,1.0
2025-12-11T05:01:30.961275,0.335,0.665,1.0
2025-12-11T05:01:31.561148,0.305,0.695,1.0
2025-12-11T05:01:32.303049,0.305,0.695,1.0
2025-12-11T05:01:32.901058,0.295,0.705,1.0
2025-12-11T05:01:33.507320,0.295,0.705,1.0
2025-12-11T05:01:34.116127,0.295,0.705,1.0
2025-12-11T05:01:34.730339,0.295,0.705,1.0
2025-12-11T05:01:35.336653,0.285,0.715,1.0
2025-12-11T05:01:35.996307,0.285,0.715,1.0
2025-12-11T05:01:36.600463,0.275,0.725,1.0
2025-12-11T05:01:37.197284,0.275,0.725,1.0
2025-12-11T05:01:37.862303,0.265,0.735,1.0
2025-12-11T05:01:38.461126,0.255,0.745,1.0
2025-12-11T05:01:39.057556,0.255,0.745,1.0
2025-12-11T05:01:39.670347,0.245,0.755,1.0
2025-12-11T05:01:40.274155,0.235,0.765,1.0
2025-12-11T05:01:40.885215,0.235,0.765,1.0
2025-12-11T05:01:41.514337,0.24,0.755,0.995
2025-12-11T05:01:42.128593,0.24,0.76,1.0
2025-12-11T05:01:42.750680,0.24,0.76,1.0
2025-12-11T05:01:43.353259,0.24,0.76,1.0
2025-12-11T05:01:43.963354,0.235,0.765,1.0
2025-12-11T05:01:44.582638,0.245,0.755,1.0
2025-12-11T05:01:45.195584,0.245,0.755,1.0
2025-12-11T05:01:45.808767,0.245,0.755,1.0
2025-12-11T05:01:46.407559,0.235,0.765,1.0
2025-12-11T05:01:47.019102,0.225,0.775,1.0
2025-12-11T05:01:47.621838,0.235,0.765,1.0
2025-12-11T05:01:48.238875,0.235,0.765,1.0
2025-12-11T05:01:48.853428,0.235,0.775,1.01
2025-12-11T05:01:49.455286,0.225,0.765,0.99
2025-12-11T05:01:48.498519,0.24,0.76,1.0
2025-12-11T05:01:49.100762,0.24,0.76,1.0
2025-12-11T05:01:49.705375,0.24,0.76,1.0
2025-12-11T05:01:50.326086,0.24,0.76,1.0
2025-12-11T05:01:50.939373,0.24,0.76,1.0
2025-12-11T05:01:51.537636,0.24,0.755,0.995
2025-12-11T05:01:52.150275,0.245,0.755,1.0
2025-12-11T05:01:52.765633,0.235,0.765,1.0
2025-12-11T05:01:53.380671,0.235,0.765,1.0
2025-12-11T05:01:54.028868,0.235,0.765,1.0
2025-12-11T05:01:54.645998,0.235,0.765,1.0
2025-12-11T05:01:55.257590,0.235,0.765,1.0
2025-12-11T05:01:55.869543,0.235,0.765,1.0
2025-12-11T05:01:56.473521,0.24,0.76,1.0
2025-12-11T05:01:57.076397,0.24,0.76,1.0
2025-12-11T05:01:57.691253,0.23,0.77,1.0
2025-12-11T05:01:58.305880,0.245,0.77,1.0150000000000001
2025-12-11T05:01:58.918239,0.245,0.755,1.0
2025-12-11T05:01:59.534226,0.25,0.75,1.0
2025-12-11T05:02:00.149862,0.255,0.745,1.0
2025-12-11T05:02:00.756951,0.265,0.735,1.0
2025-12-11T05:02:01.375022,0.265,0.735,1.0
2025-12-11T05:02:01.988368,0.265,0.735,1.0
2025-12-11T05:02:02.589943,0.25,0.75,1.0
2025-12-11T05:02:03.206917,0.255,0.745,1.0
2025-12-11T05:02:03.806800,0.25,0.75,1.0
2025-12-11T05:02:04.419946,0.245,0.755,1.0
2025-12-11T05:02:05.036842,0.25,0.75,1.0
2025-12-11T05:02:05.648720,0.255,0.745,1.0
2025-12-11T05:02:06.263397,0.265,0.735,1.0
