timestamp,price_yes,price_no,sum_prices
2025-12-10T20:31:00.615537,0.665,0.335,1.0
2025-12-10T20:31:01.816740,0.655,0.345,1.0
2025-12-10T20:31:02.977704,0.63,0.37,1.0
2025-12-10T20:31:04.141468,0.605,0.395,1.0
2025-12-10T20:31:05.266252,0.565,0.435,1.0
2025-12-10T20:31:06.410910,0.535,0.465,1.0
2025-12-10T20:31:07.566653,0.545,0.455,1.0
2025-12-10T20:31:08.701513,0.505,0.495,1.0
2025-12-10T20:31:09.828350,0.525,0.475,1.0
2025-12-10T20:31:10.988087,0.535,0.47,1.005
2025-12-10T20:31:12.121792,0.525,0.475,1.0
2025-12-10T20:31:13.278167,0.555,0.445,1.0
2025-12-10T20:31:14.439968,0.53,0.47,1.0
2025-12-10T20:31:15.582799,0.53,0.465,0.9950000000000001
2025-12-10T20:31:16.728592,0.545,0.455,1.0
2025-12-10T20:31:17.896667,0.545,0.455,1.0
2025-12-10T20:31:17.399071,0.515,0.5,1.0150000000000001
2025-12-10T20:31:18.515239,0.505,0.495,1.0
2025-12-10T20:31:19.671604,0.515,0.485,1.0
2025-12-10T20:31:20.803747,0.495,0.505,1.0
2025-12-10T20:31:21.973145,0.505,0.495,1.0
2025-12-10T20:31:23.112687,0.525,0.475,1.0
2025-12-10T20:31:24.243795,0.545,0.46,1.0050000000000001
2025-12-10T20:31:25.399945,0.545,0.455,1.0
2025-12-10T20:31:26.559779,0.57,0.43,1.0
2025-12-10T20:31:27.721990,0.555,0.435,0.99
2025-12-10T20:31:28.882680,0.565,0.435,1.0
2025-12-10T20:31:30.034461,0.565,0.435,1.0
2025-12-10T20:31:31.176985,0.57,0.43,1.0
2025-12-10T20:31:32.342044,0.565,0.435,1.0
2025-12-10T20:31:33.479173,0.555,0.435,0.99
2025-12-10T20:31:34.657352,0.585,0.415,1.0
2025-12-10T20:31:35.821665,0.595,0.405,1.0
2025-12-10T20:31:37.066972,0.61,0.39,1.0
2025-12-10T20:31:38.259896,0.625,0.375,1.0
2025-12-10T20:31:39.426406,0.645,0.355,1.0
2025-12-10T20:31:40.670689,0.63,0.37,1.0
2025-12-10T20:31:41.807589,0.605,0.395,1.0
2025-12-10T20:31:42.937261,0.585,0.415,1.0
2025-12-10T20:31:44.062929,0.595,0.405,1.0
2025-12-10T20:31:45.209525,0.59,0.41,1.0
2025-12-10T20:31:46.387670,0.585,0.415,1.0
2025-12-10T20:31:47.536530,0.58,0.415,0.9949999999999999
2025-12-10T20:31:48.708026,0.61,0.385,0.995
2025-12-10T20:31:48.203283,0.625,0.38,1.005
2025-12-10T20:31:49.326603,0.635,0.365,1.0
2025-12-10T20:31:50.467148,0.635,0.365,1.0
2025-12-10T20:31:51.625313,0.645,0.355,1.0
2025-12-10T20:31:52.796574,0.655,0.345,1.0
2025-12-10T20:31:53.950669,0.665,0.335,1.0
2025-12-10T20:31:55.087793,0.685,0.32,1.0050000000000001
2025-12-10T20:31:56.250666,0.675,0.325,1.0
2025-12-10T20:31:57.372292,0.68,0.32,1.0
2025-12-10T20:31:58.530796,0.69,0.31,1.0
2025-12-10T20:31:59.689191,0.695,0.305,1.0
2025-12-10T20:32:00.807897,0.7,0.3,1.0
2025-12-10T20:32:01.976243,0.715,0.285,1.0
2025-12-10T20:32:03.114381,0.73,0.27,1.0
2025-12-10T20:32:04.279458,0.74,0.26,1.0
2025-12-10T20:32:05.400933,0.75,0.25,1.0
2025-12-10T20:32:06.589024,0.765,0.235,1.0
2025-12-10T20:32:07.747915,0.775,0.22,0.995
2025-12-10T20:32:08.923769,0.785,0.215,1.0
2025-12-10T20:32:10.094166,0.79,0.21,1.0
2025-12-10T20:32:11.261569,0.8,0.2,1.0
2025-12-10T20:32:12.380445,0.79,0.205,0.995
2025-12-10T20:32:13.498493,0.795,0.205,1.0
2025-12-10T20:32:14.712468,0.775,0.225,1.0
2025-12-10T20:32:15.903533,0.755,0.245,1.0
2025-12-10T20:32:17.065080,0.745,0.255,1.0
