timestamp,price_yes,price_no,sum_prices
2025-12-10T22:30:59.375436,0.395,0.605,1.0
2025-12-10T22:31:00.005867,0.395,0.605,1.0
2025-12-10T22:31:00.622146,0.395,0.605,1.0
2025-12-10T22:31:01.249607,0.395,0.605,1.0
2025-12-10T22:31:01.897058,0.395,0.605,1.0
2025-12-10T22:31:02.544492,0.385,0.615,1.0
2025-12-10T22:31:03.192076,0.365,0.635,1.0
2025-12-10T22:31:03.815544,0.365,0.635,1.0
2025-12-10T22:31:04.471429,0.365,0.635,1.0
2025-12-10T22:31:05.085294,0.365,0.635,1.0
2025-12-10T22:31:05.708021,0.365,0.635,1.0
2025-12-10T22:31:06.330646,0.365,0.635,1.0
2025-12-10T22:31:06.952092,0.365,0.635,1.0
2025-12-10T22:31:07.596584,0.355,0.645,1.0
2025-12-10T22:31:08.244749,0.355,0.645,1.0
2025-12-10T22:31:08.863254,0.365,0.635,1.0
2025-12-10T22:31:09.491530,0.365,0.635,1.0
2025-12-10T22:31:10.117030,0.355,0.645,1.0
2025-12-10T22:31:10.756721,0.345,0.655,1.0
2025-12-10T22:31:11.379395,0.345,0.655,1.0
2025-12-10T22:31:12.042879,0.335,0.665,1.0
2025-12-10T22:31:12.666877,0.335,0.665,1.0
2025-12-10T22:31:13.299100,0.335,0.665,1.0
2025-12-10T22:31:14.002124,0.335,0.665,1.0
2025-12-10T22:31:14.699034,0.335,0.665,1.0
2025-12-10T22:31:15.394599,0.33,0.67,1.0
2025-12-10T22:31:16.021483,0.33,0.67,1.0
2025-12-10T22:31:16.690741,0.325,0.675,1.0
2025-12-10T22:31:17.343848,0.315,0.685,1.0
2025-12-10T22:31:18.004326,0.305,0.695,1.0
2025-12-10T22:31:18.652981,0.295,0.705,1.0
2025-12-10T22:31:19.303345,0.305,0.695,1.0
2025-12-10T22:31:19.964263,0.305,0.695,1.0
2025-12-10T22:31:20.599332,0.305,0.695,1.0
2025-12-10T22:31:21.239527,0.3,0.7,1.0
2025-12-10T22:31:21.868271,0.305,0.695,1.0
2025-12-10T22:31:22.521333,0.295,0.705,1.0
2025-12-10T22:31:23.187910,0.295,0.715,1.01
2025-12-10T22:31:23.848450,0.285,0.715,1.0
2025-12-10T22:31:24.489206,0.285,0.715,1.0
2025-12-10T22:31:25.152010,0.285,0.715,1.0
2025-12-10T22:31:25.773401,0.275,0.725,1.0
2025-12-10T22:31:26.416213,0.265,0.735,1.0
2025-12-10T22:31:27.046141,0.265,0.735,1.0
2025-12-10T22:31:27.721164,0.28,0.72,1.0
2025-12-10T22:31:28.442804,0.285,0.71,0.9949999999999999
2025-12-10T22:31:29.074097,0.295,0.705,1.0
2025-12-10T22:31:29.692265,0.295,0.705,1.0
2025-12-10T22:31:30.312102,0.3,0.7,1.0
2025-12-10T22:31:30.979264,0.305,0.695,1.0
2025-12-10T22:31:29.938081,0.315,0.685,1.0
2025-12-10T22:31:30.551440,0.315,0.685,1.0
2025-12-10T22:31:31.175601,0.325,0.675,1.0
2025-12-10T22:31:31.794836,0.325,0.675,1.0
2025-12-10T22:31:32.460560,0.325,0.675,1.0
2025-12-10T22:31:33.080156,0.335,0.665,1.0
2025-12-10T22:31:33.698910,0.325,0.675,1.0
2025-12-10T22:31:34.304620,0.325,0.675,1.0
2025-12-10T22:31:35.063623,0.32,0.685,1.0050000000000001
2025-12-10T22:31:35.686165,0.325,0.675,1.0
2025-12-10T22:31:36.297076,0.325,0.675,1.0
2025-12-10T22:31:36.932230,0.325,0.675,1.0
2025-12-10T22:31:37.626393,0.325,0.675,1.0
2025-12-10T22:31:38.254121,0.325,0.675,1.0
2025-12-10T22:31:38.901015,0.33,0.67,1.0
