timestamp,price_yes,price_no,sum_prices
2025-12-10T20:16:00.637551,0.545,0.455,1.0
2025-12-10T20:16:00.075621,0.545,0.455,1.0
2025-12-10T20:16:01.208817,0.555,0.445,1.0
2025-12-10T20:16:02.363104,0.57,0.425,0.9949999999999999
2025-12-10T20:16:03.535003,0.58,0.425,1.005
2025-12-10T20:16:04.690527,0.605,0.395,1.0
2025-12-10T20:16:05.848204,0.575,0.425,1.0
2025-12-10T20:16:07.058157,0.595,0.4,0.995
2025-12-10T20:16:08.221370,0.605,0.395,1.0
2025-12-10T20:16:09.374400,0.615,0.385,1.0
2025-12-10T20:16:10.522438,0.595,0.4,0.995
2025-12-10T20:16:11.650577,0.595,0.405,1.0
2025-12-10T20:16:12.766732,0.605,0.395,1.0
2025-12-10T20:16:13.925439,0.585,0.42,1.005
2025-12-10T20:16:15.041108,0.585,0.415,1.0
2025-12-10T20:16:16.174138,0.565,0.455,1.02
2025-12-10T20:16:17.461260,0.525,0.475,1.0
2025-12-10T20:16:18.614489,0.53,0.465,0.9950000000000001
2025-12-10T20:16:19.866032,0.555,0.445,1.0
2025-12-10T20:16:20.993628,0.54,0.46,1.0
2025-12-10T20:16:22.158503,0.56,0.44,1.0
2025-12-10T20:16:23.325715,0.565,0.435,1.0
2025-12-10T20:16:24.481271,0.565,0.435,1.0
2025-12-10T20:16:25.638174,0.575,0.425,1.0
2025-12-10T20:16:26.788273,0.56,0.44,1.0
2025-12-10T20:16:27.966177,0.565,0.435,1.0
2025-12-10T20:16:29.139782,0.545,0.455,1.0
2025-12-10T20:16:30.303369,0.55,0.45,1.0
2025-12-10T20:16:29.880327,0.565,0.435,1.0
2025-12-10T20:16:31.047361,0.535,0.46,0.9950000000000001
2025-12-10T20:16:32.202412,0.535,0.465,1.0
2025-12-10T20:16:33.363025,0.53,0.465,0.9950000000000001
2025-12-10T20:16:34.518410,0.545,0.455,1.0
2025-12-10T20:16:35.662905,0.52,0.48,1.0
2025-12-10T20:16:36.838032,0.525,0.475,1.0
2025-12-10T20:16:37.997230,0.535,0.465,1.0
2025-12-10T20:16:39.106093,0.55,0.45,1.0
2025-12-10T20:16:40.223176,0.555,0.445,1.0
2025-12-10T20:16:41.353701,0.535,0.465,1.0
2025-12-10T20:16:42.472656,0.545,0.455,1.0
2025-12-10T20:16:43.578511,0.52,0.48,1.0
2025-12-10T20:16:44.699576,0.485,0.515,1.0
2025-12-10T20:16:45.885040,0.475,0.525,1.0
2025-12-10T20:16:46.994472,0.475,0.52,0.995
2025-12-10T20:16:48.108024,0.49,0.51,1.0
2025-12-10T20:16:49.222439,0.505,0.495,1.0
2025-12-10T20:16:50.344765,0.505,0.495,1.0
2025-12-10T20:16:51.458284,0.515,0.485,1.0
2025-12-10T20:16:52.631577,0.52,0.475,0.995
2025-12-10T20:16:53.787799,0.52,0.485,1.005
2025-12-10T20:16:54.910266,0.505,0.495,1.0
2025-12-10T20:16:56.052309,0.495,0.505,1.0
2025-12-10T20:16:57.222523,0.505,0.495,1.0
2025-12-10T20:16:58.387571,0.485,0.51,0.995
2025-12-10T20:16:59.534399,0.485,0.515,1.0
2025-12-10T20:17:00.659284,0.475,0.525,1.0
2025-12-10T20:17:01.828626,0.475,0.525,1.0
2025-12-10T20:17:01.410981,0.495,0.505,1.0
2025-12-10T20:17:02.587920,0.475,0.52,0.995
2025-12-10T20:17:03.748157,0.5,0.5,1.0
2025-12-10T20:17:04.940603,0.505,0.495,1.0
2025-12-10T20:17:06.116723,0.505,0.49,0.995
2025-12-10T20:17:07.286360,0.535,0.465,1.0
2025-12-10T20:17:08.430810,0.525,0.475,1.0
2025-12-10T20:17:09.541650,0.535,0.465,1.0
2025-12-10T20:17:10.701833,0.495,0.505,1.0
2025-12-10T20:17:11.870497,0.475,0.525,1.0
2025-12-10T20:17:13.033750,0.475,0.525,1.0
2025-12-10T20:17:14.164546,0.465,0.535,1.0
2025-12-10T20:17:15.337864,0.455,0.545,1.0
2025-12-10T20:17:16.508450,0.435,0.565,1.0
2025-12-10T20:17:17.633719,0.435,0.565,1.0
2025-12-10T20:17:18.797376,0.425,0.575,1.0
2025-12-10T20:17:19.959929,0.415,0.585,1.0
2025-12-10T20:17:21.116880,0.405,0.595,1.0
2025-12-10T20:17:22.240649,0.395,0.605,1.0
2025-12-10T20:17:23.397328,0.385,0.615,1.0
2025-12-10T20:17:24.569629,0.405,0.595,1.0
2025-12-10T20:17:25.705896,0.38,0.62,1.0
2025-12-10T20:17:26.873950,0.365,0.635,1.0
2025-12-10T20:17:28.180407,0.365,0.635,1.0
2025-12-10T20:17:29.339327,0.355,0.645,1.0
2025-12-10T20:17:30.493436,0.345,0.655,1.0
2025-12-10T20:17:31.649754,0.345,0.655,1.0
2025-12-10T20:17:31.105225,0.345,0.655,1.0
2025-12-10T20:17:32.310238,0.325,0.675,1.0
2025-12-10T20:17:33.476318,0.32,0.675,0.9950000000000001
2025-12-10T20:17:34.631670,0.325,0.675,1.0
2025-12-10T20:17:35.750268,0.33,0.665,0.9950000000000001
2025-12-10T20:17:36.916259,0.34,0.66,1.0
2025-12-10T20:17:38.104879,0.315,0.685,1.0
2025-12-10T20:17:39.329060,0.305,0.695,1.0
2025-12-10T20:17:40.504738,0.305,0.695,1.0
2025-12-10T20:17:41.665314,0.3,0.695,0.9949999999999999
2025-12-10T20:17:42.859663,0.305,0.695,1.0
2025-12-10T20:17:44.014139,0.3,0.7,1.0
2025-12-10T20:17:45.148955,0.295,0.705,1.0
2025-12-10T20:17:46.318087,0.29,0.71,1.0
2025-12-10T20:17:47.484790,0.275,0.725,1.0
2025-12-10T20:17:48.642662,0.3,0.705,1.005
2025-12-10T20:17:49.794499,0.28,0.72,1.0
2025-12-10T20:17:50.976352,0.265,0.735,1.0
2025-12-10T20:17:52.126399,0.255,0.735,0.99
2025-12-10T20:17:53.305052,0.265,0.735,1.0
2025-12-10T20:17:54.476900,0.275,0.725,1.0
2025-12-10T20:17:55.647511,0.275,0.725,1.0
2025-12-10T20:17:56.823459,0.255,0.745,1.0
2025-12-10T20:17:57.989206,0.235,0.765,1.0
2025-12-10T20:17:59.139773,0.225,0.77,0.995
2025-12-10T20:18:00.279201,0.23,0.77,1.0
2025-12-10T20:18:01.409724,0.235,0.765,1.0
2025-12-10T20:18:02.558438,0.215,0.785,1.0
2025-12-10T20:18:02.060121,0.205,0.795,1.0
2025-12-10T20:18:03.266513,0.235,0.76,0.995
2025-12-10T20:18:04.382054,0.275,0.725,1.0
2025-12-10T20:18:05.558437,0.28,0.715,0.995
2025-12-10T20:18:06.697689,0.28,0.72,1.0
2025-12-10T20:18:07.844951,0.285,0.715,1.0
2025-12-10T20:18:09.002916,0.305,0.695,1.0
2025-12-10T20:18:10.137098,0.305,0.695,1.0
2025-12-10T20:18:11.295661,0.315,0.685,1.0
2025-12-10T20:18:12.460724,0.305,0.695,1.0
2025-12-10T20:18:13.649780,0.295,0.705,1.0
2025-12-10T20:18:14.798904,0.295,0.705,1.0
2025-12-10T20:18:15.973904,0.305,0.695,1.0
2025-12-10T20:18:17.232102,0.305,0.695,1.0
2025-12-10T20:18:18.529713,0.295,0.705,1.0
2025-12-10T20:18:19.679724,0.285,0.715,1.0
2025-12-10T20:18:20.857670,0.295,0.705,1.0
2025-12-10T20:18:22.010073,0.295,0.705,1.0
2025-12-10T20:18:23.155614,0.285,0.715,1.0
2025-12-10T20:18:24.367494,0.3,0.7,1.0
2025-12-10T20:18:25.542130,0.295,0.705,1.0
2025-12-10T20:18:26.685093,0.305,0.695,1.0
2025-12-10T20:18:27.842567,0.315,0.685,1.0
2025-12-10T20:18:28.998112,0.32,0.675,0.9950000000000001
2025-12-10T20:18:30.142607,0.315,0.685,1.0
2025-12-10T20:18:31.259075,0.315,0.685,1.0
2025-12-10T20:18:32.412499,0.295,0.705,1.0
2025-12-10T20:18:33.561745,0.305,0.695,1.0
2025-12-10T20:18:33.040948,0.315,0.685,1.0
2025-12-10T20:18:34.210303,0.305,0.69,0.9949999999999999
2025-12-10T20:18:35.338867,0.335,0.665,1.0
2025-12-10T20:18:36.459372,0.34,0.66,1.0
2025-12-10T20:18:37.592274,0.345,0.655,1.0
2025-12-10T20:18:38.708018,0.335,0.665,1.0
2025-12-10T20:18:39.863120,0.325,0.675,1.0
2025-12-10T20:18:41.021432,0.315,0.69,1.005
2025-12-10T20:18:42.189178,0.32,0.68,1.0
2025-12-10T20:18:43.322722,0.325,0.675,1.0
2025-12-10T20:18:44.455500,0.33,0.67,1.0
2025-12-10T20:18:45.574643,0.32,0.685,1.0050000000000001
2025-12-10T20:18:46.693962,0.305,0.695,1.0
2025-12-10T20:18:47.817156,0.295,0.705,1.0
2025-12-10T20:18:48.945628,0.285,0.715,1.0
2025-12-10T20:18:50.068367,0.285,0.715,1.0
2025-12-10T20:18:51.201129,0.295,0.705,1.0
2025-12-10T20:18:52.353327,0.3,0.7,1.0
2025-12-10T20:18:53.496472,0.315,0.685,1.0
2025-12-10T20:18:54.645244,0.315,0.695,1.01
2025-12-10T20:18:55.822172,0.3,0.7,1.0
2025-12-10T20:18:57.200610,0.315,0.685,1.0
2025-12-10T20:18:58.320884,0.315,0.685,1.0
2025-12-10T20:18:59.472327,0.315,0.685,1.0
2025-12-10T20:19:00.596604,0.3,0.7,1.0
2025-12-10T20:19:01.806151,0.285,0.715,1.0
2025-12-10T20:19:02.970203,0.28,0.725,1.005
2025-12-10T20:19:04.114616,0.265,0.735,1.0
2025-12-10T20:19:03.603020,0.265,0.735,1.0
2025-12-10T20:19:04.791959,0.245,0.755,1.0
2025-12-10T20:19:05.990256,0.225,0.775,1.0
2025-12-10T20:19:07.159130,0.215,0.785,1.0
2025-12-10T20:19:08.333261,0.215,0.785,1.0
2025-12-10T20:19:09.520791,0.195,0.805,1.0
2025-12-10T20:19:10.765044,0.205,0.785,0.99
2025-12-10T20:19:11.893381,0.225,0.775,1.0
2025-12-10T20:19:13.059717,0.235,0.765,1.0
2025-12-10T20:19:14.209572,0.245,0.76,1.005
2025-12-10T20:19:15.396066,0.225,0.775,1.0
2025-12-10T20:19:16.551816,0.225,0.775,1.0
2025-12-10T20:19:17.706591,0.225,0.775,1.0
2025-12-10T20:19:18.859147,0.235,0.765,1.0
2025-12-10T20:19:20.028134,0.225,0.775,1.0
2025-12-10T20:19:21.191558,0.235,0.765,1.0
2025-12-10T20:19:22.359883,0.245,0.755,1.0
2025-12-10T20:19:23.512859,0.235,0.77,1.005
2025-12-10T20:19:24.656680,0.225,0.775,1.0
2025-12-10T20:19:25.848387,0.225,0.775,1.0
2025-12-10T20:19:27.011406,0.225,0.775,1.0
2025-12-10T20:19:28.182718,0.215,0.785,1.0
2025-12-10T20:19:29.325630,0.23,0.775,1.0050000000000001
2025-12-10T20:19:30.531500,0.225,0.775,1.0
2025-12-10T20:19:31.709126,0.215,0.785,1.0
2025-12-10T20:19:32.892820,0.205,0.795,1.0
2025-12-10T20:19:34.142296,0.195,0.805,1.0
2025-12-10T20:19:33.665457,0.205,0.795,1.0
2025-12-10T20:19:34.839287,0.21,0.795,1.0050000000000001
2025-12-10T20:19:36.007384,0.225,0.775,1.0
2025-12-10T20:19:37.171341,0.23,0.765,0.995
2025-12-10T20:19:38.349254,0.225,0.775,1.0
2025-12-10T20:19:39.478445,0.225,0.775,1.0
2025-12-10T20:19:40.645330,0.225,0.775,1.0
2025-12-10T20:19:41.823943,0.235,0.765,1.0
2025-12-10T20:19:43.014577,0.225,0.775,1.0
2025-12-10T20:19:44.178682,0.195,0.805,1.0
2025-12-10T20:19:45.323767,0.195,0.805,1.0
2025-12-10T20:19:46.460595,0.205,0.795,1.0
